PLANÈTE,TYPE_DONNÉE,VALEUR,VIE ACTUELLE,VIE ANTERIEURE
Jupiter,Signe,vierge," On aura besoin de faire les choses de manière justes,
mesurées, de se mettre au service de l'autre dans le détachement
égotique, pensant ne pas mériter les honneurs et réussites.","On a été dans des excès, notamment au niveau de
l'alcool et de la nourriture. On a demandé aux autres de nous servir,
de se mettre à notre service."
Jupiter,Signe,balance," Il y a un très grand désir de plaire et d'être reconnu.
Le risque est d'envahir l'espace de l'autre avec sa générosité, utilisée
pour acheter des mérites. Opportunisme.","Les mondanités comptaient plus que le reste,
l'apparence, l'image sociale. Obsession de la réputation. Noblesse à la cour. On a été très opportuniste dans la vie passée."
Jupiter,Signe,scorpion,"On remet en question son égo, on apprend à renoncer
aux acquis et à stabiliser sa recherche de reconnaissance. On va
apprendre à devenir plus humble.","On a abusé du pouvoir et de la manipulation pour
parvenir à ses fins et réussir, obtenir sa place sociale et de la
reconnaissance. On a pris aux autres."
Jupiter,Signe,sagittaire," On peut rechercher la spiritualité pour résoudre son
noeud karmique, sortir de son enfermement égotique. On peut
penser être le seul à détenir la vérité."," La justice n'était valable que pour soi-même, pas
pour les autres. On a bafoué la loi divine et humaine pour un
En enrichissement égoïste."
Jupiter,Signe,capricorne,"Limite l'ambition, on manque d'organisation, de
rigueur, parce-que tout peut nous ramener à un échec, on devra
trouver sa juste place au sein du métier.","On avait l'ambition d'être le dirigeant, le chef, et on
s'est rigidifié au nom de cette ambition. On est allé trop loin dans
cette recherche d'ambition."
Jupiter,Signe,verseau," On peut être attiré par le syndicalisme, le militantisme,
les causes humanitaires, qui sont un moyen de trouver une place au
sein de la société. Sentiment de différence.","On a vécu hors du collectif, on a pu voler, détourner
de l'argent, parce-que la société ne nous permettait pas d'avoir l'élévation que l'on méritait."
Jupiter,Signe,poissons,"Place de sauveur, don, générosité extrême, mais on
peut ne pas comprendre que les autres ne fassent pas pareil.
Lâcher prise et spiritualité.","Don excessif, altruisme, vie de spiritualité allant vers
les excès. On a pu avoir une vie de marginal, se faire escroquer,
parce-qu'on a trop donné de soi et on s'est fait avoir."
SATURNE,signification,,"Saturne rétrograde signe un karma lié au père, à la structure, aux limites et à l'autorité. Tu portes une mémoire de contrôle absolu dans des vies antérieures, où tu t'es imposé à toi-même et aux autres un cadre rigide fait d'obligations et de normes excessives. Aujourd'hui, cette mémoire génère soit un rejet total du cadre et des responsabilités, soit une hyper-rigidité pour te rassurer face à un manque profond de structure interne. Cette vie t'invite à construire ton propre cadre sain, à dépasser la relation blessée au père, et à trouver l'équilibre entre discipline libératrice et rigidité étouffante.",
Saturne,Maison,1,"On semble coincé dans ses vies précédentes. On
s'identifie à ses vies passées, on met en place une structure rigide
pour éviter de montrer sa vulnérabilité. On s'est identifié au père.
Vie antérieure: On a été dans l'extrême autorité dans la vie passée,"," On a été dans l'extrême autorité dans la vie passée,
on s'est identifié à son propre modèle paternel et on n'a pas su
pardonner aux autres à cause de principes rigides."
Saturne,Maison,2,"Ambitions financières difficiles à atteindre, on a des
anxiétés financières, des frustrations. Notre père pouvait mal gérer
les finances ou y penser sans arrêt.","Immobilisme total, seul comptait l'argent, le profit,
la sécurité matérielle amenée par la possession des richesses. On a
tout gardé pour soi sans donner aux autres par insécurité."
Saturne,Maison,3,"Difficultés avec la fratrie, on a pu être dans
l'obligation de s'en occuper, à la place d'un parent. Grande
dispersion intellectuelle.","On n'a pas assumé ses frères et soeurs, on n'a pas
tenu nos engagement et nos responsabilités. Refus de la
communication et du lien avec l'entourage. Froideur."
Saturne,Maison,4," Enfance mal vécue, rigidité absolue tout en ayant un
manque de cadre, punitions excessives et manque d'intérêt pour les
choses importantes. Abus de pouvoir d'un parent.","Karma familial. On n'a rien géré, laissant aux autres
le soin d'assumer sa famille, ses enfants, on a repris son propre
modèle paternel oppressant et rigide."
Saturne,Maison,5,"Rigidité et jugement vis-à-vis de ses propres désirs et
de ses émotions, de ses plaisirs, que nous refusons. Père décevant,
bridant, présent pendant les vacances et peu le reste du temps.","On n'a pas été un père pour ses propres enfants, on
les a négligés, utilisés pour se valoriser uniquement. On pensait à soi
avant tout."
Saturne,Maison,6," On aura tendance à avoir peur concernant sa santé,
somatiser. On refusera tout ordre et toute hiérarchie, le cadre est
perçu comme bridant sa créativité.","Mauvais usage de la santé, on s'est abîmé, mal
soigné. Ancienne vie de fonctionnaire, où on se mettait plus à son
propre service qu'au service des autres."
Saturne,Maison,7,"On construit le modèle du partenaire sur le modèle
paternel. On lui demande de prendre les responsabilités mais en
réalité on se sent rassuré en le ou la contrôlant.","Manque de loyauté dans les contrats. Trahisons
dans les associations d'affaire. Peu présent en tant que conjoint.e
dans les vies passées."
Saturne,Maison,8,"Difficulté à accéder à une véritable transformation
profonde, parce-que Saturne R agit comme un boulet. Cette volonté
de transformation est récupérée par le savoir, le mental.","On a pu pousser notre pouvoir dans un sens plus
sombre, en ayant du mal à se remettre en question, intellectualisant
tout, se justifiant par de la logique."
Saturne,Maison,9,"On supporte difficilement le jugement de l'autre,
source d'insécurité, ni que quelqu'un exerce le moindre pouvoir sur
soi. Père obsédé par sa place sociale, prenant beaucoup de place.","Dogmatisme et intolérance dans la vie passée. On
pu persécuter les autres au nom d'idées et d'idéaux, pouvoir
d'opinion et de jugement sur les autres dans une vie passée."
Saturne,Maison,10,"On progresse lentement professionnellement parcequ'on a peur des abus que l'on peut commettre, on a beaucoup de
mal à obéir à un employeur. Père très rigide.","Abus d'autorité ou au contraire fuite devant les
responsabilités. On a pu être dirigeant, froid avec ses employés,
avec sa famille, ne voyant que le travail et l'exécution."
Saturne,Maison,11,"On cherchera à contrôler les groupes d'amis. Dogmes
extrêmement rigides. On ne peut pas bouger de ses idées et visions
du monde.","On a utilisé ses amis pour servir ses ambitions
sociales, dans la froideur la plus grande. On s'est servi de groupes,
de personnes pour son pouvoir personnel."
Saturne,Maison,12,"Difficultés avec le père, qui a été absent, pas crédible,
pas présent, qui nous a abandonné, qui n'a pas tenu son rôle de
père du tout. Peur de rentrer dans le monde adulte.","Karma très lourd, vies antérieures très difficiles. On
a accumulé des dettes karmiques, et on doit arriver à la fin du cycle
en développant la compassion envers autrui."
Saturne,Signe,bélier,"Sentiment de ne pas avoir de base solide, structurante,
de ne pas avoir reçu de cadre, et de ne pas avoir pu exprimer sa
personnalité dans son enfance. Père bridant.","On mis en place une autorité auprès de sa famille,
mais dans la violence, le conflit, la colère. Personne ne devait nous résister. Personnalité rigide pour éviter la trahison."
Saturne,Signe,taureau,"Notre père travaillait beaucoup pour nourrir le foyer,
mais il n'a peut être pas été à la hauteur de la tâche. On est rempli
de certitudes, entêtement.","On a été dans le repli, l'immobilisme, on a gardé
pour soi ses acquis et on a pu finir par se retrouver tout seul, avec toutes nos possessions. Gestion de terres et de biens."
Saturne,Signe,gémeaux,"Père vu comme immature, père-copain, qui n'a pas
assuré à la maison. On a construit sa structure difficilement, on a du
mal à mener des projets à terme. Coupure avec la créativité.","On a pu vivre une séparation et on s'est accroché à
des dogmes et des idées intellectuelles pour combler la douleur de
cette séparation. On a cherché un cadre rassurant."
Saturne,Signe,cancer,"On craint sa propre vulnérabilité, on a peur de ses
émotions alors on met une structure rigide dessus, se coupant de ses
ressentis. Père qui n'a pas mis de cadre.","Karma familial. On s'est coupé de sa sensibilité et
on a bridé sa famille, refusant de donner son amour. On a fait vivre
une oppression permanente aux siens."
Saturne,Signe,lion,"Doute de soi, l'égo est sans cesse remis en question.
Notre père ne nous a pas valorisé, il était dans son monde, centré
sur lui-même. Impatience.","On a pas pu se décentrer et valoriser les autres. On
s'est coupé de son coeur, de ses sentiments, on n'a pas pu laisser la
place aux autres pour ne penser qu'au prestige."
Saturne,Signe,vierge," On aura du mal à donner, on se sentira vite dépossédé
en aidant quelqu'un. On sera plutôt rigide, tout en ayant
l'impression de vite perdre le contrôle.","On a été dans des excès, notamment au niveau de
l'alcool et de la nourriture. On a demandé aux autres de nous servir,
de se mettre à notre service."
Saturne,Signe,balance,"On cherche à contrôler les autres en général, à
contrôler son image. On peut adorer la sociabilité et l'instant
d'après la fuir. Père peu cadrant.","On pouvait cacher sa rigidité sous un vernis lisse,
passant bien devant les autres, mais on avait du mal à aimer
véritablement. "
Saturne,Signe,scorpion," Les anxiétés générées par ce placement vont donner
des problématiques de contrôle et de peur d'être contrôlé par la
manipulation. Père anxieux ou dangereux.","On a abusé du pouvoir et de la manipulation, on
voulait une certaine sécurité en défense au danger que
représentaient les autres."
Saturne,Signe,sagittaire,"Père très libre et envahissant. Il nous a transmis des
valeurs auxquelles nous n'adhérons pas forcément. On a peur de ne
pas avoir assez de place.","On a abusé de sa position et de son pouvoir pour
devenir encore plus rigide, par peur de se faire trahir, alors on a persécuté les autres."
Saturne,Signe,capricorne,"On sera à la fois dans le plein contrôle et dans le refus
des responsabilités. Père très rigide, froid, mais qui n'a pas su nous
transmettre la sécurité dont nous avions besoin.","On a pu être dans l'abus d'autorité, dans le plein
pouvoir, dans la froideur extrême, être chef de famille et décidant
de tout, pour tout le monde."
Saturne,Signe,verseau,"Père très froid et distant, excentrique, qui jouait son
personnage décalé. Père syndicaliste, militant. On mène des combats
sociaux de manière désorganisée. Dogmes rigides.","On s'est fixé le monde en terme de loi, de concepts,
on a pu l'appliquer de manière froide et détachée. On choisissait
des amis pour se faire valoir."
Saturne,Signe,poissons," Père qui n'a pas donné le cadre sécurisant, qui était
tout à sa sensibilité et peu structurant. On peut être dans l'hyper
rigidité tout comme fuir les responsabilités.","On a manqué de compassion, de dévouement
sincère. On a perdu le lien à sa spiritualité parce-qu'on met du
concret, du mental dessus."
URANUS,signification,,"Uranus rétrograde signe un karma lié à la liberté, l'indépendance et l'originalité. Tu portes une mémoire d'excès dans tes revendications et ta quête de liberté dans des vies antérieures : militantisme violent, refus de tout engagement, suprématie intellectuelle au détriment des émotions. Aujourd'hui, cette mémoire génère un besoin compulsif d'être différent.e pour exister, une intolérance à l'autorité, et un détachement émotionnel qui crée de la solitude. Cette vie t'invite à incarner une liberté mature, à accepter l'engagement sans le vivre comme une menace, et à reconnaître que ton unicité n'a pas besoin d'être prouvée pour être légitime.
Note : Uranus étant une planète lente, ces caractéristiques s'appliquent surtout si Uranus aspecte des planètes ou maisons identitaires, ou s'il est angulaire.",
Uranus,Maison,1,"On s'identifie à un personnage. Nous avons besoin d'être original, d'être unique, d'être fondamentalement différent. Alors on devient cet Uranien rétrograde, vivant dans la sphère intellectuelle, prônant l'anti-conformisme, mais se sentant aussi rejeté dans son identité profonde. Il y a une blessure de rejet impactant directement l'identité, et on peut souffrir de la solitude.","On a tout à fait été l'archétype de ce guerrier militant / gourou qui menait des combats idéologiques comme décrit précédemment. On a fait cavalier seul, persuadé d'être le seul à savoir, à pouvoir. On s'est complètement enfermé dans ce rôle, d'où la présence en maison 1. À priori, dans la vie antérieure, on a été dans l'incapacité de changer, de se remettre en question."
Uranus,Maison,2,"On aura du mal à se conformer au diktat social de devoir gagner sa vie, de se conformer à un travail, recherchant une indépendance que l'on ne s'autorise pas forcément à obtenir. On remet en question la notion même de métier. On sera dans une ambiguïté entre explosion des sécurités et recherche de stabilité, qui a tellement fait défaut dans la vie antérieure. On ne sait pas si on doit se conformer, se stabiliser, ou tout rejeter.","On a été dans le refus de l'insertion sociale, dans le refus d'être dans les modèles de base, dans le refus de gagner sa vie comme tout le monde. Les certitudes étaient bloquées, on était persuadé de devoir penser et vivre tout seul. On a pu hériter d'un bien, d'une propriété, et tout rejeter, y mettre du chaos."
Uranus,Maison,3,"On pourra ressentir des difficultés au sein de sa fratrie, des mésententes, un sentiment par exemple d'être un extraterrestre au sein de son entourage. Sentiment de différence également à l'école, parmi les autres enfants. On aura un mental tellement fort qu'on aura soit du mal à le canaliser, soit du mal à s'en servir dans les études. On sera soit un génie soit un marginal.","Nous étions dans une vie de dispersion intellectuelle, avec une idéalisation de la pensée et de l'esprit au détriment des émotions. Nous avions une vision idéaliste de la fraternité avec très peu de rapports véritables avec les frères et sœurs. C'est un karma de froideur sentimentale, de penseur qui vivait par concepts intellectuels."
Uranus,Maison,4,"Configuration très particulière illustrant un grand sentiment de différence dans sa famille d'origine. On est à part, non reconnu, non admis dans ce qu'on était. On devait se plier à des règles et rentrer dans le moule, chose à laquelle on peut difficilement se résoudre. Possibilité d'une profession libérale, chez soi, créative et porteuse d'expérience.","Fort égocentrisme dans le foyer, on s'était construit un territoire en étant l'unique à savoir les choses. On a pu refuser de se marier, et si on s'est marié, on a pu reprocher à son partenaire de nous avoir pris notre liberté, pour la reprendre violemment. On écrasait les autres de nos opinions, on ne donnait pas à l'autre le droit d'être qui il était, on ne l'autorisait pas à parler."
Uranus,Maison,5,"On peut se demander quel a été le vécu avec le père, qui pouvait être un personnage totalement excentrique, se revendiquant comme différent, à part. On a pu rejeter violemment le modèle du père. On devra retravailler ça possiblement en ayant des enfants qui vont nous confronter à une problématique égotique venant de la vie antérieure.","On a été un père comme on l'a connu dans la vie actuelle. On était le penseur, qui savait tout sur tout avec un égo démesuré (la maison 5 = égo), la bonne conscience des autres, qui refusait tout ce qui ressemblait à une norme. On ne s'occupait pas de ses enfants mais on s'occupait du monde entier. Suprématie intellectuelle."
Uranus,Maison,6,"On aura besoin d'être créatif pour éviter l'isolement total. On sera appelé à découvrir le sens du service, proposer quelque chose aux autres, mais dans une véritable humilité. On sera possiblement travailleur indépendant, ayant du mal à travailler en équipe, à supporter la hiérarchie. On aura du mal à accepter des normes professionnelles.","On a vécu à travers le service aux autres. On a été le grand bénévole, possiblement dans tout ce qui concerne la nature, les animaux, et on s'y est perdu à un moment donné parceque cette mise au service a fini par devenir une revalorisation égotique. On a voulu faire les choses seul, quitter les institutions où nous avions un rôle, pour faire les choses à notre manière."
Uranus,Maison,7,"On va rechercher des partenaires indépendants et libres, tout en vivant mal leur liberté. Ce sera une projection sur le couple. Nous aurons en réalité nous même des difficultés à intégrer notre propre indépendance, la sentant continuellement menacée par l'autre. On va rejeter l'autre dès qu'il y aura menace de perdre son indépendance. On séduit par la parole et le discours.","On a eu l'impression que l'autre ne nous écoutait pas. Amitiés brusques et soudaines, on a séduit par la parole, le discours, la philosophie. On avait un schéma répétitif: on jetait son dévolu sur quelqu'un et on rompait la relation brutalement quand on se sentait trop investi dans la relation et que l'émotion commençait à apparaitre. Menace de perdre son indépendance."
Uranus,Maison,8,"Il y a présence d'une mémoire karmique assez violente du fait de la rétrograde en maison 8. On décide dans sa vie de profondément remettre en question le rapport à sa liberté. On questionne quel est le sens d'être libre. On sentira une forme de violence interne, un deuil face à notre envie de changer le monde et bouleverser l'ordre établi. On comprend que ce n'est pas possible.","On a été un grand anarchiste, un révolutionnaire, on porte un karma de mort pour ses idées. On ne croyait qu'à son idéologie propre, suprématie idéologique. On a voulu changer le monde, souvent à coups de bombes ou à coups de paroles très violentes. On portait une haine féroce pour toutes formes d'oppression et on a mourir ou cours de nos activités militantes."
Uranus,Maison,9,"On a besoin d'être reconnu, mais on porte en soi un grand manque de confiance en soi et en son intelligence, il s 'agit d'un complexe de supériorité issu de la vie antérieure et qui poussé au maximum devient un complexe d'infériorité. On porte un idéal du moi mais on se sent complètement différent. On est en doute permanent par rapport à la norme, par rapport au système saturnien. On pense très différemment.","On était dans une grande supériorité intellectuelle, et on s'est isolé, faute de pouvoir communiquer avec les autres. On faisait cavalier seul, ne croyant que nous-même. On a rompu avec les autres ce qui a engendré un sentiment d'infériorité. On n'a pas réussi à dire les choses dans leur vérité."
Uranus,Maison,10,"Possible profession libérale indépendante ou activité indépendante au sein de l'entreprise, où la personne est reconnue intellectuellement pour ses capacités. On peut mettre du temps à trouver sa voie professionnelle, et on éprouve des difficultés à travailler en équipe, tout en le recherchant. On cherche à défendre nos droits au sein de l'entreprise, tout en ne voulant pas diriger. Image d'une famille excentrique, où on se sentait à part. On peut rejeter le modèle paternel, ou se sentir en rupture avec.","On a été un patron, un directeur, on dirigeait les autres sans les prendre réellement en compte. On n'aimait pas diriger mais on voulait quand même être leader. Ambiguïté dans sa posture de chef. On revendique sa différence si angulaire."
Uranus,Maison,11,"On ressentira le deuil à faire de cette vie de penseur militant, voulant se préoccuper de la marche du monde tout en fuyant cet univers, par peur. On aura des difficultés dans son rapport au groupe et aux amitiés, voulant être différent, n'adhérant pas complètement à un groupe tout en se sentant seul, ayant le projet de se lier au collectif d'une autre façon.","Karma de groupes secrets, loges, groupes de recherches, échangeant des idées, on pensait le monde et on avait des idées pour le monde. Si la planète est dissonante, on ne passait pas à l'action, par peur, parce-qu'on avait déjà échoué. Alors on se réunissait dans l'entre-soi de ce sentiment de différence. Grand sentiment de solitude."
Uranus,Maison,12,"On ressent le poids d'une solitude et d'un isolement. On a un sentiment d'inexistence. Dans le transgénérationnel, vécu de rejet, on n'a pas pu exister dans son individualité, dans sa famille. Mais c'est un sujet transmis entre les générations. On s'empêche d'être libre, ayant besoin d'être accepté, on peut maintenir des enfermements dans des relations, des situations.","On a pu passer de nombreuses années en prison, et ne jamais avoir comblé un besoin profond de reconnaissance. On a aussi pu complètement s'exclure du monde, vivre dans une incapacité sociale totale, l'adaptation étant impossible. On a pu côtoyer la folie, perdre la tête, se perdre dans un besoin absolu d'un sentiment missionnaire impossible à résoudre."
Uranus,Signe,bélier,"On s'identifie à un personnage. Nous avons besoin d'être original, d'être unique, d'être fondamentalement différent. Alors on devient cet Uranien rétrograde, vivant dans la sphère intellectuelle, prônant l'anti-conformisme, mais se sentant aussi rejeté dans son identité profonde. Il y a une blessure de rejet impactant directement l'identité, et on peut souffrir de la solitude.","On a tout à fait été l'archétype de ce guerrier militant / gourou qui menait des combats idéologiques comme décrit précédemment. On a fait cavalier seul, persuadé d'être le seul à savoir, à pouvoir. On s'est complètement enfermé dans ce rôle, d'où la présence en maison 1. À priori, dans la vie antérieure, on a été dans l'incapacité de changer, de se remettre en question."
Uranus,Signe,taureau,"On aura du mal à se conformer au diktat social de devoir gagner sa vie, de se conformer à un travail, recherchant une indépendance que l'on ne s'autorise pas forcément à obtenir. On remet en question la notion même de métier. On sera dans une ambiguïté entre explosion des sécurités et recherche de stabilité, qui a tellement fait défaut dans la vie antérieure. On ne sait pas si on doit se conformer, se stabiliser, ou tout rejeter.","On a été dans le refus de l'insertion sociale, dans le refus d'être dans les modèles de base, dans le refus de gagner sa vie comme tout le monde. Les certitudes étaient bloquées, on était persuadé de devoir penser et vivre tout seul. On a pu hériter d'un bien, d'une propriété, et tout rejeter, y mettre du chaos."
Uranus,Signe,gémeaux,"On pourra ressentir des difficultés au sein de sa fratrie, des mésententes, un sentiment par exemple d'être un extraterrestre au sein de son entourage. Sentiment de différence également à l'école, parmi les autres enfants. On aura un mental tellement fort qu'on aura soit du mal à le canaliser, soit du mal à s'en servir dans les études. On sera soit un génie soit un marginal.","Nous étions dans une vie de dispersion intellectuelle, avec une idéalisation de la pensée et de l'esprit au détriment des émotions. Nous avions une vision idéaliste de la fraternité avec très peu de rapports véritables avec les frères et sœurs. C'est un karma de froideur sentimentale, de penseur qui vivait par concepts intellectuels."
Uranus,Signe,cancer,"Configuration très particulière illustrant un grand sentiment de différence dans sa famille d'origine. On est à part, non reconnu, non admis dans ce qu'on était. On devait se plier à des règles et rentrer dans le moule, chose à laquelle on peut difficilement se résoudre. Possibilité d'une profession libérale, chez soi, créative et porteuse d'expérience.","Fort égocentrisme dans le foyer, on s'était construit un territoire en étant l'unique à savoir les choses. On a pu refuser de se marier, et si on s'est marié, on a pu reprocher à son partenaire de nous avoir pris notre liberté, pour la reprendre violemment. On écrasait les autres de nos opinions, on ne donnait pas à l'autre le droit d'être qui il était, on ne l'autorisait pas à parler."
Uranus,Signe,lion,"On peut se demander quel a été le vécu avec le père, qui pouvait être un personnage totalement excentrique, se revendiquant comme différent, à part. On a pu rejeter violemment le modèle du père. On devra retravailler ça possiblement en ayant des enfants qui vont nous confronter à une problématique égotique venant de la vie antérieure.","On a été un père comme on l'a connu dans la vie actuelle. On était le penseur, qui savait tout sur tout avec un égo démesuré (la maison 5 = égo), la bonne conscience des autres, qui refusait tout ce qui ressemblait à une norme. On ne s'occupait pas de ses enfants mais on s'occupait du monde entier. Suprématie intellectuelle."
Uranus,Signe,vierge,"On aura besoin d'être créatif pour éviter l'isolement total. On sera appelé à découvrir le sens du service, proposer quelque chose aux autres, mais dans une véritable humilité. On sera possiblement travailleur indépendant, ayant du mal à travailler en équipe, à supporter la hiérarchie. On aura du mal à accepter des normes professionnelles.","On a vécu à travers le service aux autres. On a été le grand bénévole, possiblement dans tout ce qui concerne la nature, les animaux, et on s'y est perdu à un moment donné parceque cette mise au service a fini par devenir une revalorisation égotique. On a voulu faire les choses seul, quitter les institutions où nous avions un rôle, pour faire les choses à notre manière."
Uranus,Signe,balance,"On va rechercher des partenaires indépendants et libres, tout en vivant mal leur liberté. Ce sera une projection sur le couple. Nous aurons en réalité nous même des difficultés à intégrer notre propre indépendance, la sentant continuellement menacée par l'autre. On va rejeter l'autre dès qu'il y aura menace de perdre son indépendance. On séduit par la parole et le discours.","On a eu l'impression que l'autre ne nous écoutait pas. Amitiés brusques et soudaines, on a séduit par la parole, le discours, la philosophie. On avait un schéma répétitif: on jetait son dévolu sur quelqu'un et on rompait la relation brutalement quand on se sentait trop investi dans la relation et que l'émotion commençait à apparaitre. Menace de perdre son indépendance."
Uranus,Signe,scorpion,"Il y a présence d'une mémoire karmique assez violente du fait de la rétrograde en maison 8. On décide dans sa vie de profondément remettre en question le rapport à sa liberté. On questionne quel est le sens d'être libre. On sentira une forme de violence interne, un deuil face à notre envie de changer le monde et bouleverser l'ordre établi. On comprend que ce n'est pas possible.","On a été un grand anarchiste, un révolutionnaire, on porte un karma de mort pour ses idées. On ne croyait qu'à son idéologie propre, suprématie idéologique. On a voulu changer le monde, souvent à coups de bombes ou à coups de paroles très violentes. On portait une haine féroce pour toutes formes d'oppression et on a mourir ou cours de nos activités militantes."
Uranus,Signe,sagittaire,"On a besoin d'être reconnu, mais on porte en soi un grand manque de confiance en soi et en son intelligence, il s 'agit d'un complexe de supériorité issu de la vie antérieure et qui poussé au maximum devient un complexe d'infériorité. On porte un idéal du moi mais on se sent complètement différent. On est en doute permanent par rapport à la norme, par rapport au système saturnien. On pense très différemment.","On était dans une grande supériorité intellectuelle, et on s'est isolé, faute de pouvoir communiquer avec les autres. On faisait cavalier seul, ne croyant que nous-même. On a rompu avec les autres ce qui a engendré un sentiment d'infériorité. On n'a pas réussi à dire les choses dans leur vérité."
Uranus,Signe,capricorne,"Possible profession libérale indépendante ou activité indépendante au sein de l'entreprise, où la personne est reconnue intellectuellement pour ses capacités. On peut mettre du temps à trouver sa voie professionnelle, et on éprouve des difficultés à travailler en équipe, tout en le recherchant. On cherche à défendre nos droits au sein de l'entreprise, tout en ne voulant pas diriger. Image d'une famille excentrique, où on se sentait à part. On peut rejeter le modèle paternel, ou se sentir en rupture avec.","On a été un patron, un directeur, on dirigeait les autres sans les prendre réellement en compte. On n'aimait pas diriger mais on voulait quand même être leader. Ambiguïté dans sa posture de chef. On revendique sa différence si angulaire."
Uranus,Signe,verseau,"On ressentira le deuil à faire de cette vie de penseur militant, voulant se préoccuper de la marche du monde tout en fuyant cet univers, par peur. On aura des difficultés dans son rapport au groupe et aux amitiés, voulant être différent, n'adhérant pas complètement à un groupe tout en se sentant seul, ayant le projet de se lier au collectif d'une autre façon.","Karma de groupes secrets, loges, groupes de recherches, échangeant des idées, on pensait le monde et on avait des idées pour le monde. Si la planète est dissonante, on ne passait pas à l'action, par peur, parce-qu'on avait déjà échoué. Alors on se réunissait dans l'entre-soi de ce sentiment de différence. Grand sentiment de solitude."
Uranus,Signe,poissons,"On ressent le poids d'une solitude et d'un isolement. On a un sentiment d'inexistence. Dans le transgénérationnel, vécu de rejet, on n'a pas pu exister dans son individualité, dans sa famille. Mais c'est un sujet transmis entre les générations. On s'empêche d'être libre, ayant besoin d'être accepté, on peut maintenir des enfermements dans des relations, des situations.","On a pu passer de nombreuses années en prison, et ne jamais avoir comblé un besoin profond de reconnaissance. On a aussi pu complètement s'exclure du monde, vivre dans une incapacité sociale totale, l'adaptation étant impossible. On a pu côtoyer la folie, perdre la tête, se perdre dans un besoin absolu d'un sentiment missionnaire impossible à résoudre."
NEPTUNE,signification,,"Neptune rétrograde signe un karma lié à la spiritualité, aux addictions et à la fuite. Tu portes une mémoire d'abus de substances, de confusion et de déresponsabilisation dans des vies antérieures, où tu as fui le réel par manque de cadre et de limites. Aujourd'hui, cette mémoire génère une forte réceptivité incontrôlable, un rôle de sauveur où tu te dépersonnalises pour l'autre, et une quête de fusion amoureuse qui mène à l'abandon de soi. Cette vie t'invite à sortir de la confusion et des désillusions, à te connaître véritablement au-delà des attentes des autres, et à incarner une spiritualité saine qui n'est ni fuite ni sacrifice de ton identité.
Note : Neptune étant une planète lente, ces caractéristiques s'appliquent surtout si Neptune aspecte des planètes ou maisons identitaires, ou s'il est angulaire.",
Neptune,Maison,1,"Donne un grand sentiment de dépersonnalisation, on cherche à s'adapter pour être aimé, syndrome du caméléon, du buvard, quête du pardon. Problèmes possibles avec la mère. Je n'existe pas, je ne sais pas qui je suis. Plus c'est proche de l'ascendant plus il y a dépersonnalisation et recherche de modèle d'adaptation simplement pour être aimé. Sentiment d'être l'éternel fautif.","On été ce grand gourou spirituel ou artiste sacrificiel, en sauveur du monde entier. L'égo était valorisé par le don de soi total, se niant soi-même dans sa grande quête de dépersonnalisation. Sauf qu'on a culpabilisé soi-même les autres. On a pu être une mère sacrificielle et culpabilisante."
Neptune,Maison,2,"Comportement très matérialiste, dans une certaine exigence. Karma de manque d'amour, difficultés possibles avec la mère. On a un rapport aux finances très ambigu: refus d'en avoir, angoisses de ne pas en avoir assez. On manque toujours de tout. On se sent profondément en insécurité.","On a été celui qui n'a rien donné, qui a tout pris, en se fabriquant une personnalité sociale pour bien paraître. Comportement extrêmement matérialiste. Donnant donnant. On exige son dû, mais en réalité c'est l'amour que nous n'avons pas reçu qui est manquant. On a pas pu débloquer ça sur le plan émotionnel et travailler sur ses rapports avec sa mère. Tendance à faire des leçons de morale."
Neptune,Maison,3,"On risque d'avoir un comportement sacrificiel auprès des frères et soeurs. On a pu être dans l'obligation de les élever, de les prendre en charge. Position d'infériorité dans la famille. Sentiment d'abandon dans sa famille, sa fratrie, et en même temps besoin de fusion. Mental peu clair, embrouillé, surtout si aspects dissonants à Mercure.","On a sacrifié sa vie, comme ne pas se marier et être chargé d'élever les petits frères et sœurs. Vie ancienne de religieuse, dans la dévotion avec un sentiment d'humiliation, ne s'octroyant plus de personnalité ou de droits humains. Dépersonnalisation de soi. Vies de couvent à ne pas avoir le sentiment de faire partie du groupe."
Neptune,Maison,4,"Enfance difficile, peu de cadre et de sécurité, abandon, flou concernant les limites et règles familiales, concernant ses origines. Déni familiale de tous les problèmes existants. Culpabilité, chantage affectif, dépendance. Peu de cadre à la maison, possiblement alcool dans la famille. Posture sacrificielle d'un membre de la famille, selon aspects à Neptune. On a l'impression d'être venu dans un monde étranger ou personne ne nous comprendra jamais. Décéptions.","Manque d'un foyer, on a pu être abandonné, confié à d'autres personnes, on a été très malheureux, sans personne pour s'occuper de nous, ou avec un sesqui-carré à Mercure, nous avons abandonné nos enfants dans une vie passée."
