DONNEE,MAISON,SIGNE,INTERPRETATION,BLOC,PRIORITE
maison,9,cancer,"Peur d'élargir son horizon, peu d'attrait pour les voyages qui sortent de sa zone de confort. Les questions autour de la famille, des racines, des origines sociales intéressent au niveau intellectuel. Construction du foyer loin du lieu de naissance.",,
maison,9,lion,"Egocentrisme, volonté de se mettre en avant et d'accroître son pouvoir et développer sa réputation. L'art, les voyages, le besoin de se cultiver enrichissent la vie et donnent du sens à l'existence.
La création donne une grande satisfaction.",,
maison,9,vierge,"Esprit un peu étroit, conservatisme, sens pratique ne donnant pas une pensée philosophique très élevée. La satisfaction spirituelle et intellectuelle bute contre trop de réalisme et de sens critique. Peu de voyages.",,
maison,9,balance,"La spiritualité est un peu intellectualisée dans ce signe d'air, mais la curiosité est forte. Les questionnements philosophiques tournent autour des relations aux autres. Les voyages permettent les rencontres.",,
maison,9,scorpion,"Soif de découvertes et de nouvelles aventures, n'hésite pas à tout plaquer pour partir et affronter de nouvelles choses. La recherche spirituelle et philosophique est décuplée, versant dans l'occulte. Marginalisation sociale.",,
maison,9,sagittaire,"Position naturelle de la maison 9. Fort besoin d'expansion. Goût des voyages, des études, intérêt pour la politique et les cultures étrangères, besoin de s'élever socialement et de réussir, d'être reconnu.",,
maison,9,capricorne,"La philosophie de vie repose sur le travail et la constance.
Tendance à la sédentarité et le dépouillement, ce qui n'amène pas à faire de grands voyages. Le système social peut être rejeté ou au contraire utilisé pour servir ses ambitions.",,
maison,9,verseau,"Attirance forte pour tout ce qui est nouveau et original.
Intellectualisation des principes philosophiques. Intérêt pour la religion et les mouvements mystiques. Préoccupation pour la société et les enjeux sociaux.",,
maison,9,poissons,"S'intéresse à tout, notamment aux croyances religieuses et spirituelles, ce qui peut donner un peu de confusion. Les croyances peuvent devenir délirantes. Aimera les voyages sans forcément d'organisation, en spontané.",,
maison,10,bélier,"Il y a le besoin de s'affirmer vis-à-vis d'un foyer qui lissait la personnalité au nom de l'harmonie. La compétition, le sport, être chef d'entreprise, soldat, peuvent attirer. La problématique sera le rapport à l'autorité. On a besoin d'entreprendre, d'agir, de créer des choses.",,
maison,10,taureau,"On a besoin de se sécuriser dans sa profession, de gagner de l'argent, puisqu'on a grandi dans un milieu angoissant. Le rapport au toucher peut attirer (massages), l'art plastique, la sculpture, ou la restauration, le domaine financier... Les capacités gestionnaire permettront d'aider dans la carrière.",,
maison,10,gémeaux,"Un métier autour de la communication ou de l'écriture (journaliste par exemple) permettront à l'individu de s'exprimer et de s'intéresser à de nombreux domaines, le reconnectant à une créativité perdue dans l'enfance. Différents métiers pourront être occupés dans la vie.",,
maison,10,cancer,"Le rapport à la famille est important, du fait d'un foyer froid.
Travail avec les enfants, les familles, ou tout ce qui concerne la maison: agent immobilier, par exemple. Les métiers autour de l'eau, de l'histoire, ce qui touche à l'émotivité vont attirer.",,
maison,10,lion,"L'ambition de réussir permettra de contraster avec un sentiment de différence dans le foyer. On aura besoin d'être reconnu individuellement, de briller: carrière créative, chef, dirigeant, luxe, acteur...",,
maison,10,vierge,"Le soin à l'autre, les carrières médicales, (infirmier.ère, médecin, aide soignant.e) dans l'administratif, tout ce qui demande rigueur et méthode permettront de rompre avec le flou vécu dans l'enfance. La santé, le travail avec les plantes, la biologie, la naturopathie, la nature vont attirer.",,
maison,10,balance,"Importance de la relation aux autres dans sa vocation, dans sa vie. Recherche de se lier aux autres. Ambitions artistiques, esthétiques, métier dans la justice, dans le bien être ou le lien à l'autre. Associations et partenariats. Il y aura besoin de trouver de la douceur dans sa vie, vis-à-vis de son enfance difficile.",,
maison,10,scorpion,"Attrait pour le mystère, la mort, mais aussi la recherche intellectuelle, le fait de creuser, approfondir les choses dans sa vie. Les sciences parallèles vont attirer, l'ésotérisme et tout ce qui concerne les secrets, l'investigation. Il y aura besoin de rompre avec une famille trop possessive. ",,
maison,10,sagittaire,"Recherche de compréhension, de quête dans sa vie à travers l'enseignement, la philosophie, la religion, la justice, les voyages.
Les aspirations socioprofessionnelles sont élevées.
Il y a un idéal de vie pour les autres, pour sa société. Le besoin de guider, de transmettre, d'impacter positivement la vie des autres. Il y a le besoin de devenir adulte, grandir, par rapport à un sentiment d'immaturité familiale. ",,
maison,10,capricorne,"Les ambitions sont fortes. Il y a le besoin de diriger, d'être un leader dans son travail. Le temps amènera la réussite, il faudra des efforts et du travail. Le besoin est de devenir un adulte mature et autonome, de se prouver ses capacités, en amenant de la rigueur et en réalisant ses ambitions.",,
maison,10,verseau,"Le besoin est de se relier au monde, de penser collectif et d'oeuvrer pour des combats humanitaires. Le besoin d'innover, d'être avant-gardiste, d'être différent et original, de se démarquer vont guider dans la profession, qui pourra être associative ou au contraire indépendance. Les nouvelles technologies pourront attirer.",,
maison,10,poissons,"La confusion dans les objectifs professionnels peut démotiver, le métier est souvent idéalisé et ne correspond pas à la réalité. Le foyer a été tellement rigide et jugeants qu'il est finalement difficile de penser par soi-même. Le projet est de se relier à l'amour universel, à travers le soin, la psychologie, la spiritualité, la musique, l'art..",,
maison,11,bélier,"On est impulsivement attiré par les autres, on se fait amis et ennemis très vite. Tendance dominatrice dans les groupes.
Changements soudains au niveau amical. La vie extérieure est importante. Attirance pour les marginaux et militants.",,
maison,11,taureau,"Fidélité en amitié, auprès de ses groupes d'amis. On est le pilier, la fondation stable qui rassure et consolide le groupe. Lorsqu'on s'engage dans un projet, on ne revient jamais en arrière. Peu d'ouverture à la société, vie plus en retrait.",,
maison,11,gémeaux,"Les relations amicales passent par les relations intellectuelles, et sont nombreuses. Différents groupes amicaux. Attirance pour des secteurs sociaux qui favorisent cette stimulation mentale.
Mille projets en même temps, besoin d'évoluer sans cesse.",,
maison,11,cancer,"Amis considérés comme des membres de la famille. Le foyer devient un lieu de rencontres amicales et d'activités sociales, y compris avec ses enfants. On suit les autres plutôt que d'imposer ses idées. On chercher à être entouré dans ses projets.",,
maison,11,lion,"Besoin d'être le centre d'intérêt dans la sphère sociale, on fréquente des milieux sociaux favorisés. On aime être le leader.
Les projets doivent être de grande envergure avec un entourage qui a les mêmes idées. Énergie qui dynamise le groupe.",,
maison,11,vierge,Les relations amicales sont souvent calculées plus que spontanées. Inspecteur des travaux finis pour améliorer les détails autour d'un projet. On est connu pour rendre service à ses amis. Les amitiés tournent autour de la vie professionnelle.,,
maison,11,balance,"On s'entoure d'artistes, on aime fréquenter certains milieux originaux, qui partagent l'amour de l'esthétique. Les relations amicales sont riches et denses, on aime la collaboration dans les projets et on déteste la solitude. Médiateur dans le groupe.",,
maison,11,scorpion,"Attrait pour les groupes qui partagent un attrait pour le mystique, mais on se fait aussi beaucoup d'ennemis. On peut avoir tendance à se méfier des groupes, à éviter de montrer ses points faibles. On est passionné dans les projets.",,
maison,11,sagittaire,"Goût pour les milieux sociaux aisés, en accord avec ses principes spirituels, avec un haut niveau d'étude ou multi-culturels.
Enthousiasme et engouement pour les projets, optimisme qui guide. Transmission de ses connaissances aux autres.",,
maison,11,capricorne,"Attirance pour les groupes d'amis plus âgés et matures, stabilité et fidélité dans ses amitiés. Besoin de relations profondes et pas superficielles. Pilier dans le groupe. Projets menés avec sérieux et rigueur, sens des responsabilités plus en solitaire.",,
maison,11,verseau,"Position naturelle de la 11. Amitié et vie sociale essentielles, relations originales et excentriques, voire marginales. Amitiés multiples. Amitiés encore plus importantes que les relations amoureuses. Aime se démarquer au sein du groupe.",,
maison,11,poissons,"Amitiés étranges et troublantes, qui permettent d'évoluer sur le plan spirituel. Tendance à beaucoup fusionner avec ses amis, puis à s'éloigner, engagement fluctuant. Investissement affectif dans des projets d'aide aux autres.",,
maison,12,bélier,"Les difficultés peuvent à la fois décourager ou motiver, comme un défi à relever. Les crises peuvent être soudaines mais ne durent pas, déterminisme pour les relever. La quête du Moi est difficile, l'affirmation de soi fluctuante.",,
maison,12,taureau,"Les buts matériels sont parfois délaissés. Les valeurs et l'argent entrent en conflit. Les obstacles sont franchis de manière persévérante, patiente, mais l'adaptation aux changements est difficile, on accepte mal que les choses soient éphémères.",,
maison,12,gémeaux,"On a du mal à communiquer réellement, à dire ce que l'on pense. On parle parfois dans le vide. L'enfance a pu être difficile. On reste superficiel dans son approche de la spiritualité, on essaie d'intellectualiser.",,
maison,12,cancer,"Difficultés dans la famille, relations complexes qui créent une forte sensibilité. On ressent le poids d'une hérédité, de douleurs transgénérationnelles. On est nostalgique, on se tourne vers le passé. On est passif face aux problème, ou on les fuit.",,
maison,12,lion,"L'égo est mis à mal, on se trouve peu de valeur. La susceptibilité est forte, due à un manque de confiance en soi. On peut faire preuve d'esprit combatif face aux épreuves. Motivations liées à des conflits de classe, on se contente peu de ce qu'on a.",,
maison,12,vierge,"Le sens du devoir et le travail sont difficiles. On a du mal à se donner les moyens de réussir, on aimerait garder la maîtrise mais on sent des troubles intérieurs qui perturbent. On a peur de son propre flou interne.",,
maison,12,balance,"On a tendance à devenir le spectateur de sa vie, et à jouer un rôle devant les autres. On a du mal à se trouver dans ses relations et en même temps on a en a besoin pour traverser les défis de l'existence.",,
maison,12,scorpion,"Faculté à recommencer à zéro, mais la vie intérieure est faite d'angoisses, de brouillard. On pense souvent à la mort, on a pu y être confronté jeune. Tendance à vivre des crises existentielles profondes mais transformatrices.",,
maison,12,sagittaire,"On a du mal à trouver sa place dans sa vie et dans son monde.
On ne se légitime pas à suivre ses aspirations et à réussir pleinement. On a honte de soi-même. Les idéaux sont forts et fantasmés, parfois irréalistes. On a du mal à être optimiste.",,
maison,12,capricorne,"Rébellion envers l'éducation ou l'autorité, rejet des traditions, style de vie à part. Difficultés avec le modèle transmis par sa famille. On a du mal à suivre ses ambitions. On peut s'enfermer dans beaucoup de solitude pour faire face.",,
maison,12,verseau,"Nervosité importante, manque de confiance en soi, ses projets et sur les liens que l'on noue avec les autres. L'intellect est flou, flottant, les idées irréalistes. Tendance à rêver de faire autre chose.",,
maison,12,poissons,"Position naturelle de la 12. On peut être très flottant, imaginatif, passer du temps à rêver les choses que l'on veut vraiment. On peut avoir du mal à lâcher prise, on est impressionnable. Attrait puissant pour la spiritualité, don de soi total.",,
maitre_maison,1,bélier,"Quand le maître d’Ascendant est en Bélier, l’identité se construit dans l’action, l’affirmation et le mouvement. La personne agit souvent à l’instinct, supporte mal la passivité ou la domination extérieure et ressent un fort besoin d’indépendance. Le rapport à soi passe par le défi, la confrontation, le courage et le besoin de sentir qu’elle existe pleinement. L’impulsivité, la colère ou l’impatience peuvent parfois devenir difficiles à canaliser.",,
maitre_maison,1,taureau,"Quand le maître d’Ascendant est en Taureau, l’identité se construit à travers la stabilité, les repères, le confort et le besoin de sécurité. La personne a besoin de temps pour intégrer les changements et peut avoir du mal à sortir de sa zone de confort. Le rapport à soi passe beaucoup par le corps, les sensations, la sensualité et les plaisirs simples. Le besoin de fiabilité et de stabilité intérieure est fort.",,
maitre_maison,1,gémeaux,"Quand le maître d’Ascendant est en Gémeaux, l’identité se construit à travers le mental, la communication et le besoin de mouvement intellectuel. La personne a besoin d’apprendre, d’échanger, de comprendre et de rester stimulée mentalement. La curiosité est forte mais peut rendre dispersée ou instable. Le rapport à soi passe par les idées, les échanges et la sensation de liberté mentale. La peur de l’ennui ou de l’enfermement peut devenir importante.",,
maitre_maison,1,cancer,"Quand le maître d’Ascendant est en Cancer, l’identité se construit à travers les émotions, l’attachement et le besoin de sécurité affective. La personne est très sensible à son environnement émotionnel et peut avoir besoin d’être rassurée, entourée ou protégée. Le rapport à soi dépend beaucoup du climat affectif et familial. Les émotions prennent beaucoup de place et peuvent parfois devenir envahissantes.",,
maitre_maison,1,lion,"Quand le maître d’Ascendant est en Lion, l’identité se construit autour du besoin de rayonner, d’être reconnue et d’exister pleinement. La personne peut avoir besoin d’attention, de valorisation ou de créativité pour se sentir vivante. Le rapport à soi passe par l’expression personnelle, la fierté et le besoin d’être vue. La susceptibilité face à la critique peut être forte.",,
maitre_maison,1,vierge,"Quand le maître d’Ascendant est en Vierge, l’identité passe par le besoin d’être utile, compétente, fiable et maîtrisée. La personne peut beaucoup se juger, chercher à bien faire, contrôler son image ou avoir peur d’être imparfaite. Le rapport à soi devient exigeant, parfois critique, avec une tendance à se construire à travers le service, le devoir ou le sentiment d’être nécessaire aux autres. Le besoin d’ordre, de cohérence et de maîtrise peut devenir très important.",,
maitre_maison,1,balance,"Quand le maître d’Ascendant est en Balance, l’identité se construit à travers les relations, l’image sociale et le besoin d’harmonie. La personne peut avoir besoin de plaire, d’être appréciée ou validée par les autres pour se sentir en équilibre. Le rapport à soi passe beaucoup par le regard extérieur et la qualité des relations. Le conflit est souvent difficile à vivre. Le besoin d’esthétique, de douceur et d’équilibre est important.",,
maitre_maison,1,scorpion,"Quand le maître d’Ascendant est en Scorpion, l’identité se construit dans l’intensité émotionnelle, le besoin de profondeur et le contrôle. La personne ressent fortement les rapports de pouvoir, les non-dits et les tensions psychologiques. Le rapport à soi peut être traversé par des remises en question constantes, une forte anxiété intérieure ou une peur de la vulnérabilité. La superficialité est difficile à supporter.",,
maitre_maison,1,sagittaire,"Quand le maître d’Ascendant est en Sagittaire, l’identité se construit à travers la quête de sens, la liberté et l’expansion. La personne a besoin d’explorer, d’apprendre, de comprendre le monde et de transmettre. L’enthousiasme et l’optimisme peuvent être importants, mais aussi une difficulté à accepter les limites ou les frustrations. Le rapport à soi passe par le mouvement, l’évolution et le besoin de grandir intérieurement.",,
maitre_maison,1,capricorne,"Quand le maître d’Ascendant est en Capricorne, l’identité se construit à travers le contrôle, la discipline et la stabilité. La personne peut ressentir très tôt le poids des responsabilités et développer une forte exigence envers elle-même. Le rapport à soi passe par la maîtrise, le travail et la construction à long terme. Les émotions sont souvent contrôlées ou contenues. Il peut exister une peur de l’échec, du ridicule ou de la dépendance.",,
maitre_maison,1,verseau,"Quand le maître d’Ascendant est en Verseau, l’identité se construit autour du besoin de liberté, d’indépendance et d’originalité. La personne supporte mal les cadres rigides ou les relations étouffantes. Elle peut se sentir différente, marginale ou incomprise. Le rapport à soi passe par les idées, les convictions et le besoin d’affirmer sa singularité. Il existe souvent un tiraillement entre le besoin d’appartenir à un groupe et celui de rester totalement libre.",,
maitre_maison,1,poissons,"Quand le maître d’Ascendant est en Poissons, l’identité se construit à travers la sensibilité, l’intuition et l’imaginaire. La personne absorbe facilement les émotions et les ambiances autour d’elle. Le rapport à soi peut manquer de contours clairs, avec une difficulté à savoir exactement qui elle est ou ce qu’elle veut. Le besoin de spiritualité, de rêve ou d’évasion peut devenir important. Il existe parfois une tendance à fuir la réalité, à idéaliser ou à se perdre émotionnellement.",,
maitre_maison,2,bélier,"On gagne et dépense son argent de façon impulsive, esprit parfois agressif pour défendre ses intérêts financiers. On travaille avec ardeur pour gagner sa vie. Les habitudes alimentaires peuvent être source de troubles digestifs.",,
maitre_maison,2,taureau,"Position naturelle de la maison 2, on peut être très conservateur concernant ses acquis, mais aussi vouloir partager avec ses proches le fruit de son travail. Persévérance dans le travail, sens des affaires. Attachement presque sensuel aux biens matériels.",,
maitre_maison,2,gémeaux,"Donne de la mobilité intellectuelle pour gérer les finances au quotidien, mais difficile de faire des économies, tendance à dépenser. Adaptabilité pour se sortir de périodes difficiles et trouver des solutions.",,
maitre_maison,2,cancer,"On utilise son argent pour sa famille, pour sa maison. On peut hériter de l'argent de sa famille pour pouvoir vivre confortablement. Avec cette position on peut être amené à gagner sa vie en restant à la maison.",,
maitre_maison,2,lion,"Amour de l'argent, du faste, du clinquant, recherche d'une abondance financière et réussite matérielle. On aime pas particulièrement le travail dur, mais on veut réussir pour briller et vivre dans un certain confort.",,
maitre_maison,2,vierge,"Sens pratique, méthode pour gérer un budget. Les dépenses sont surveillées de près. Technicité dans le travail, on doit gagner sa vie en se rendant utile. Un secteur de dépense plus important concernant la santé, étroitement surveillée !",,
maitre_maison,2,balance,"L'argent ne doit pas constituer une source de disharmonie, donc on l'utilise pour rendre le foyer accueillant, beau, agréable.
Générosité avec les proches. Le besoin de s'associer dans son travail est important, de travailler avec les autres.",,
maitre_maison,2,scorpion,"L'argent n'est pas utilisé pour vivre mais pour augmenter en pouvoir. Problèmes financiers possibles au sujet d'héritages ou de placements, mais le scorpion sait se transformer pour régler la situation.",,
maitre_maison,2,sagittaire,"L'argent permet surtout l'acquisition d'une certaine place et reconnaissance dans la société. On aime le luxe, les belles choses, mais on saura aussi être généreux. L'argent peut venir de l'étranger.",,
maitre_maison,2,capricorne,"Sens de l'économie, qui est gagné par le biais d'un travail rigoureux. L'ambition n'est pas d'accumuler des biens matériels, mais de gagner lentement mais sûrement son argent pour de vraies raisons. Acheter un bien immobilier, par exemple.",,
maitre_maison,2,verseau,"L'argent devrait toujours être redonné pour des causes sociales, ou pour aider ses amis. Peu d'attache aux biens matériels, jugés superficiels. Argent gagné dans un travail indépendant ou en association, d'une manière novatrice.",,
maitre_maison,2,poissons,"Manque de sens pratique dans le sens matériel. Manque d'objectivité dans les finances, fortement influençable sur les placements à faire. Difficulté à faire face aux problématiques matérielles, va utiliser son intuition pour se sortir des situations.",,
maitre_maison,3,bélier,"Les disputes ont pu être nombreuses dans la fratrie et avec l'entourage. La mémoire est courte, et on organise les voyages à la hâte sans s'organiser. Le raisonnement et la réflexion sont impulsifs, manquant d'anticipation.",,
maitre_maison,3,taureau,"L'esprit manque de légèreté et de curiosité, il est centré sur des préoccupations concrètes et on manque d'ouverture intellectuelle. L'esprit est plus lent, et a besoin de temps pour se formaliser. Charme dans sa manière de s'exprimer.",,
maitre_maison,3,gémeaux,"Position naturelle de la maison 3. Esprit rapide, adaptable, parfois trop superficiel et dispersé, on passe d'une idée à l'autre.
Présence de frères et soeurs et lien fort, gémellité. Aisance dans la communication, selon l'état de Mercure.",,
maitre_maison,3,cancer,"Fratrie très ""famille"", proximité. Esprit tourné vers des préoccupations familiales, liées au foyer, goût pour la généalogie. Pour réfléchir on se fie à son intuition et à son ressenti.",,
maitre_maison,3,lion,"Ego intellectuel, on a envie de montrer sa capacité de réflexion.
On a pris une place particulière dans sa fratrie. On aime les voyages confortables. Esprit dominant, goût pour tout ce qui est beau et artistique.",,
maitre_maison,3,vierge,"Esprit critique et analytique, mais l'amour du détail perturbe le raisonnement et le discours. On sera organisé dans les voyages, les commerces. On peut devenir critique d'art ou culinaire.
Fratrie un peu distante, entourage centré sur le quotidien.",,
maitre_maison,3,balance,"Qualités artistiques, en particulier dans le théâtre, les exercices de communication et de jeu. Rejet de la solitude, mondanités, grande sociabilité. Harmonie dans les relations à l'entourage et avec les frères et soeurs.",,
maitre_maison,3,scorpion,"Intérêt intellectuel fort en particulier pour l'occulte, les mystères, la mort. On communique de manière tranchante et percutante, on réfléchit avec profondeur, on se questionne. Difficultés avec la fratrie.",,
maitre_maison,3,sagittaire,"Intérêt pour les hautes études, la philosophie, la religion. On délaisse l'intellect immédiat pour s'enthousiasmer de grandes découvertes. Les cultures étrangères et les grands voyages nourrissent.",,
maitre_maison,3,capricorne,"Excellente mémoire, endurance intellectuelle, force de travail, projets exigeants menés dans le temps malgré un certain pessimisme. Structure des idées. Froideur avec l'entourage familial et les frères et soeurs.",,
maitre_maison,3,verseau,"Esprit de synthèse plus qu'esprit analytique, pensée dogmatique tournée vers les préoccupations sociales. Grand besoin d'amitiés, grands groupes d'amis et amitiés proches, relation parfois distante avec l'entourage.",,
maitre_maison,3,poissons,"Intellect un peu noyé, dilué. Il est difficile de réfléchir concrètement, mener une idée à terme. On est perméable et influençable aux idées de l'entourage. Étude autour de la méditation, la spiritualité. Fusion avec les frères et soeurs.",,
maitre_maison,4,bélier,"Les relations familiales ont souvent été source de conflits, voire de violence (pas forcément physiques, mais morales). Les difficultés de communication n'ont pas permis de résoudre ce qui posait problème au sein du foyer et les non-dits ont crée de la colère. La compétition pouvait être rude. Le foyer pouvait être aussi dynamique, sportif, aventurier, partant souvent en expéditions.",,
maitre_maison,4,taureau,"L'argent pouvait être une question importante au sein du foyer.
La famille était assez soudée, voire très envahissante, possessive.
C'est souvent l'image du parent ""poule"", qui voulait gérer à la place de l'enfant, lui laissant peu d'autonomie. Les membres du foyers devaient rester unis, rattachés à la maison, pour éviter l'insécurité, l'anxiété étant présente dans ce modèle familial.",,
maitre_maison,4,gémeaux,"La famille prônait la valeur intellectuelle, la curiosité, l'apprentissage. Le parent pouvait être joueur, complice ou parent-copain. Il pouvait y avoir un fort duo entre le parent et l'enfant. La fratrie a pu beaucoup compter dans le foyer. Les parents pouvaient être enseignants. Beaucoup d'amis pouvaient venir au foyer, considérés comme des membres de la famille.",,
maitre_maison,4,cancer,"Position en domicile du cancer et du capricorne. La famille était essentielle au fonctionnement de l'individu. La valeur familiale, l'importance du clan, des réunions et du partage affectif, des traditions ont parfois conféré à la dépendance affective vis-à-vis des parents. Il n'a pas été facile de grandir et partir de la maison Le référentiel éducatif, les normes et valeurs familiales impactent profondément l'individu tout au long de sa vie.",,
maitre_maison,4,lion,"La fierté familiale a pu devenir une valeur, la sensation d'être une famille unique, mieux que les autres. Importance du confort, du lieu de vie qui doit être chaleureux et agréable. Foyer créatif, valorisant pour l'individu mais parfois égocentrisme familial difficile à porter, chacun voulant tirer la couverture à lui.",,
maitre_maison,4,vierge,"La santé est souvent au centre des préoccupations familiales, avec une gestion assez organisée du quotidien, des soins. Le travail a pu éloigner un parent qui était centré sur son activité professionnelle. Il y avait des règles, des principes et du jugement parental. Cette position est assez froide au niveau affectif.",,
maitre_maison,4,balance,"Les relations harmonieuses au sein de la famille ont été primordiales. Cependant, le regard des autres a pu être trop prégnant, mettant une pression sur l'individu. Le parent donnait à l'extérieur une image de lui lisse, ""de bon parent"", mais la réalité dans l'intimité a pu être tout autre. La beauté, l'esthétique, la décoration du lieu ont été des valeurs importantes.",,
maitre_maison,4,scorpion,"Image d'un foyer anxiogène, parent(e) angoissé(s), anxiétés financières, peurs, stress quotidien. Il y a pu y avoir des événements, des traumatismes au cours de l'enfance. Cela peut signifier une destruction du foyer, un mal-être pendant l'enfance et avec le parent. Angoisses financières, tabous et secrets familiaux.",,
maitre_maison,4,sagittaire,"La famille peut venir de l'étranger, ou elle a pu beaucoup voyager. Ça peut être l'image d'une famille bourgeoise, vivant dans le luxe et l'apparat. Les principes religieux et moraux ont pu être transmis. Les parents pouvaient être enseignants. La question de sa place dans la famille a été importante, avec le sentiment d'en manquer, de ne pas être reconnu par les autres membres.",,
maitre_maison,4,capricorne,"Froideur familiale, discipline excessive, rapports difficiles avec le parent. La demande de la famille était la réussite professionnelle, l'attrait pour le dépassement de soi, pour la poursuite d'objectifs.
Un parent a pu beaucoup commander, condamner, manquer de tendresse pour l'individu. Il était important de réaliser des tâches à la maison, de travailler, d'être sérieux et rigoureux, laissant peu de place au rire et au plaisir.",,
maitre_maison,4,verseau,"Le FDC en verseau est particulier, il peut y avoir le sentiment de différence, d'avoir été différent dans sa famille, de ne pas avoir été admis et accepté dans sa personnalité, son originalité.
Le foyer était non conventionnel, totalement en rupture avec les autres normes familiales, avec la revendication d'être différent.
Vie hors norme, éducation politique et intellectuelle. Froideur.
Importance des amitiés, des regroupements.",,
maitre_maison,4,poissons,"Cette configuration est difficile : le fond du ciel c'est nos racines, qui ont bien du mal à s'ancrer dans le grand océan du poissons.
C'est comme un arbre qui tente de pousser dans l'eau. Base peu sécurisante, pas de règles à la maison, beaucoup de non-dits, alcoolisme d'un parent. Importance de la musique, de l'art, de la spiritualité, vie marginale, hors des règles, modèle de référence flou, peu de cadre. Généalogie floue.",,
maitre_maison,5,bélier,"L'amour est impulsif, coups de foudre, amour intense mais on s'emballe vite et on arrête vite la relation si on se lasse.
Aventures amoureuses, on aime séduire. Enfant: archétype masculin, plutôt hyperactif.",,
maitre_maison,5,taureau,"Sensualité dans les sentiments, fidélité, loyauté. Amours durables. Créativité forte. Engagement et cohérence dans les loisirs, activités qui demande du temps et de la méthode.
Enfant: archétype féminin, enfant calme et proche de son foyer.",,
maitre_maison,5,gémeaux,"Vie amoureuse légère et volage, recherche constante de son double, et de nouveautés. Amitiés amoureuses. Energie créative forte, créativité abondante mais dispersion. Enfant: archétype masculin, nerveux, jumeaux, intelligent et vif.",,
maitre_maison,5,cancer,"Recherche maternante dans les amours, volonté de construire un foyer, associe les sentiments à une création familiale. Créativité et sensibilité, besoin de s'exprimer. Enfant: archétype féminin, enfant doux, affectueux, fusion et amour fort avec l'enfant.",,
maitre_maison,5,lion,"Position naturelle de la maison 5. Amour intensément vécu, relations passionnelles, grande créativité. Recherche de paraître, de séduire. Recherche de joie, d'expression de soi, de briller.
Enfant: archétype masculin, qui aime être vu et reconnu.",,
maitre_maison,5,vierge,"Sentiments analysés, disséqués, ce qui altère la spontanéité. On recherche de la structure et des règles en amour. Besoin de se sentir utile dans son expression créative. Autocritique. Enfant :
archétype féminin, enfant sage et mature.",,
maitre_maison,5,balance,"L'amour est vu comme une nécessité, il y a le besoin de se mettre en couple, l'amour est romantique et beau. Exagération des sentiments dans la relation. Collaboration créative. Enfant :
beauté, cherche à charmer, créatif et sociable.",,
maitre_maison,5,scorpion,"La sexualité a une place privilégiée dans les rapports amoureux.
Sentiments profonds, exclusifs, jalousie excessive. Méfiance envers l'amour parfois car rend vulnérable. Désir de pouvoir.
Enfant : enfant anxieux, intelligent.",,
maitre_maison,5,sagittaire,"Protection envers ses amours. Générosité, recherche d'aventure et de passion, d'admirer les personnes que l'on aime. Attrait pour les voyages pendant les vacances, volonté d'être vu.
Enfant: explorateur, aimant apprendre, joyeux.",,
maitre_maison,5,capricorne,"On reste plutôt solitaire dans ses amours, mais quand on s'engage c'est durable. On met du temps à rencontrer la bonne personne. La créativité doit être productive et ambitieuse.
Enfant: sérieux, plus mature que son âge.",,
maitre_maison,5,verseau,"Amitiés amoureuses, distance avec les sentiments amoureux, indépendance. Besoin de partage intellectuel dans les relations.
Création partagée en groupe. Enfant: archétype masculin, indépendant, différent, intelligent, aimant découvrir des choses.",,
maitre_maison,5,poissons,"Grande sensibilité et création artistique, émotions dans sa manière de créer. Amours fusionnels, mais peut fuir devant des contraintes. Enfant: fusionnel, doux, sensible, rêveur, plein d'imagination.",,
maitre_maison,6,bélier,"
Tensions dans l'environnement professionnel, vécu difficile des contraintes. Métier actif, dynamique, sportif, carrière militaire, entreprenariat si Mars bien positionné. Santé: maux de tête, éruptions et inflammations.",,
maitre_maison,6,taureau,"


Métier mené avec rigueur et sérieux, engagement et gestion dans la profession. Restauration, nourriture, agriculture, massages, voie artistique et plastique, sculpture ou domaine financier. Santé: gorge fragile.",,
maitre_maison,6,gémeaux,"Changements de métiers au cours de la vie, intérêt pour de multiples domaines, instabilité professionnelle. Écriture, journalisme, métiers de communication, commerçant, voleur, coursier. Santé: poumons et système nerveux fragiles.",,
maitre_maison,6,cancer,"Travail en relation avec sa famille, ou avec des familles, des enfants. Besoin de travailler en fonction de sa sensibilité. Agent immobilier, décorateur d'intérieur, métiers liés à l'eau, pâtisserie, travail au foyer. Santé: digestion et estomac fragiles.",,
maitre_maison,6,lion,"Volonté de diriger, d'être mis en avant, amour pour son travail, forte volonté et créativité dans son métier. Chef, costumier, métiers du show business, couturier, caridiologue, bijoutier.
Santé: colonne vertébrale et coeur à surveiller.",,
maitre_maison,6,vierge,"Position naturelle de la 5. Volonté de servir et d'être utile, sens du devoir. Métiers du soin et de santé: pharmacie, diététique, infirmier.e, aide sangnant.e, kiné, domestique, comptable, administratif. Santé : système digestif (intestins).",,
maitre_maison,6,balance,"Partenariats, associations, besoin d'une atmosphère harmonieuse. Juge, notaire, diplomate, législateur, danseur, artiste, collectionneur d'art, modiste, esthéticienne, carrière artistique. Santé: articulation, vessie et reins à surveiller.",,
